set,middle,pangrams,word_count,total_points
ryftahe,r,['feathery'],81,379
ryftahe,y,['feathery'],26,119
ryftahe,f,['feathery'],35,158
ryftahe,t,['feathery'],77,366
ryftahe,a,['feathery'],76,346
ryftahe,h,['feathery'],46,236
ryftahe,e,['feathery'],89,405
rovbaed,r,['overboard'],138,656
rovbaed,o,['overboard'],77,376
rovbaed,v,['overboard'],43,220
rovbaed,b,['overboard'],85,406
rovbaed,a,['overboard'],94,432
rovbaed,e,['overboard'],139,660
rovbaed,d,['overboard'],114,570
wkitlne,w,['twinkle'],23,75
wkitlne,k,['twinkle'],27,87
wkitlne,i,['twinkle'],53,184
wkitlne,t,['twinkle'],46,172
wkitlne,l,['twinkle'],50,180
wkitlne,n,['twinkle'],50,190
wkitlne,e,['twinkle'],60,227
cisltba,c,"['ballistic', 'ballistics', 'sabbatical']",62,385
cisltba,i,"['ballistic', 'ballistics', 'sabbatical']",101,512
cisltba,s,"['ballistic', 'ballistics', 'sabbatical']",114,541
cisltba,l,"['ballistic', 'ballistics', 'sabbatical']",99,478
cisltba,t,"['ballistic', 'ballistics', 'sabbatical']",84,401
cisltba,b,"['ballistic', 'ballistics', 'sabbatical']",55,245
cisltba,a,"['ballistic', 'ballistics', 'sabbatical']",122,587
xigstne,x,['existing'],26,138
xigstne,i,['existing'],116,657
xigstne,g,['existing'],70,424
xigstne,s,['existing'],125,672
xigstne,t,['existing'],109,605
xigstne,n,['existing'],119,690
xigstne,e,['existing'],122,664
rcoivta,r,"['activator', 'victoria']",50,268
rcoivta,c,"['activator', 'victoria']",40,225
rcoivta,o,"['activator', 'victoria']",41,208
rcoivta,i,"['activator', 'victoria']",36,201
rcoivta,v,"['activator', 'victoria']",17,114
rcoivta,t,"['activator', 'victoria']",56,286
rcoivta,a,"['activator', 'victoria']",55,292
ciylbae,c,['celibacy'],30,166
ciylbae,i,['celibacy'],38,211
ciylbae,y,['celibacy'],28,139
ciylbae,l,['celibacy'],67,282
ciylbae,b,['celibacy'],43,177
ciylbae,a,['celibacy'],52,219
ciylbae,e,['celibacy'],43,171
uigvled,u,"['divulge', 'divulged']",26,130
uigvled,i,"['divulge', 'divulged']",41,180
uigvled,g,"['divulge', 'divulged']",30,149
uigvled,v,"['divulge', 'divulged']",26,127
uigvled,l,"['divulge', 'divulged']",59,262
uigvled,e,"['divulge', 'divulged']",63,286
uigvled,d,"['divulge', 'divulged']",55,269
rivlbae,r,"['relievable', 'variable']",112,566
rivlbae,i,"['relievable', 'variable']",83,434
rivlbae,v,"['relievable', 'variable']",74,396
rivlbae,l,"['relievable', 'variable']",110,533
rivlbae,b,"['relievable', 'variable']",83,423
rivlbae,a,"['relievable', 'variable']",106,488
rivlbae,e,"['relievable', 'variable']",132,639
ipstahe,i,"['epitaphs', 'happiest', 'hepatitis']",87,444
ipstahe,p,"['epitaphs', 'happiest', 'hepatitis']",109,481
ipstahe,s,"['epitaphs', 'happiest', 'hepatitis']",181,838
ipstahe,t,"['epitaphs', 'happiest', 'hepatitis']",144,694
ipstahe,a,"['epitaphs', 'happiest', 'hepatitis']",123,589
ipstahe,h,"['epitaphs', 'happiest', 'hepatitis']",82,428
ipstahe,e,"['epitaphs', 'happiest', 'hepatitis']",162,819
mroitan,m,"['animator', 'nominator']",84,395
mroitan,r,"['animator', 'nominator']",95,493
mroitan,o,"['animator', 'nominator']",108,551
mroitan,i,"['animator', 'nominator']",97,550
mroitan,t,"['animator', 'nominator']",102,547
mroitan,a,"['animator', 'nominator']",118,639
mroitan,n,"['animator', 'nominator']",107,591
oitlban,o,"['abolition', 'battalion', 'libation']",67,319
oitlban,i,"['abolition', 'battalion', 'libation']",64,331
oitlban,t,"['abolition', 'battalion', 'libation']",76,366
oitlban,l,"['abolition', 'battalion', 'libation']",67,292
oitlban,b,"['abolition', 'battalion', 'libation']",42,194
oitlban,a,"['abolition', 'battalion', 'libation']",82,418
oitlban,n,"['abolition', 'battalion', 'libation']",72,387
civtane,c,"['inactivate', 'inactive', 'vaccinate']",56,321
civtane,i,"['inactivate', 'inactive', 'vaccinate']",80,468
civtane,v,"['inactivate', 'inactive', 'vaccinate']",50,298
civtane,t,"['inactivate', 'inactive', 'vaccinate']",88,521
civtane,a,"['inactivate', 'inactive', 'vaccinate']",88,481
civtane,n,"['inactivate', 'inactive', 'vaccinate']",96,512
civtane,e,"['inactivate', 'inactive', 'vaccinate']",83,445
nigslhe,n,"['english', 'shelling', 'shingle', 'shingles']",110,666
nigslhe,i,"['english', 'shelling', 'shingle', 'shingles']",127,726
nigslhe,g,"['english', 'shelling', 'shingle', 'shingles']",94,581
nigslhe,s,"['english', 'shelling', 'shingle', 'shingles']",131,738
nigslhe,l,"['english', 'shelling', 'shingle', 'shingles']",95,550
nigslhe,h,"['english', 'shelling', 'shingle', 'shingles']",50,300
nigslhe,e,"['english', 'shelling', 'shingle', 'shingles']",124,692
wmrcout,w,['cutworm'],5,30
wmrcout,m,['cutworm'],15,75
wmrcout,r,['cutworm'],26,107
wmrcout,c,['cutworm'],10,55
wmrcout,o,['cutworm'],30,115
wmrcout,u,['cutworm'],15,70
wmrcout,t,['cutworm'],23,84
riygtan,r,"['gyrating', 'tarrying']",79,459
riygtan,i,"['gyrating', 'tarrying']",95,584
riygtan,y,"['gyrating', 'tarrying']",37,189
riygtan,g,"['gyrating', 'tarrying']",82,505
riygtan,t,"['gyrating', 'tarrying']",75,442
riygtan,a,"['gyrating', 'tarrying']",109,601
riygtan,n,"['gyrating', 'tarrying']",108,644
wrclane,w,['lawrence'],28,95
wrclane,r,['lawrence'],61,269
wrclane,c,['lawrence'],41,185
wrclane,l,['lawrence'],46,183
wrclane,a,['lawrence'],80,305
wrclane,n,['lawrence'],49,207
wrclane,e,['lawrence'],76,293
wriylae,w,['wearily'],42,171
wriylae,r,['wearily'],73,286
wriylae,i,['wearily'],41,163
wriylae,y,['wearily'],50,223
wriylae,l,['wearily'],62,243
wriylae,a,['wearily'],65,261
wriylae,e,['wearily'],64,258
cvsaned,c,"['advances', 'canvassed']",74,449
cvsaned,v,"['advances', 'canvassed']",41,209
cvsaned,s,"['advances', 'canvassed']",110,598
cvsaned,a,"['advances', 'canvassed']",118,600
cvsaned,n,"['advances', 'canvassed']",102,536
cvsaned,e,"['advances', 'canvassed']",148,762
cvsaned,d,"['advances', 'canvassed']",102,561
kigtlan,k,['talking'],24,105
kigtlan,i,['talking'],97,528
kigtlan,g,['talking'],73,450
kigtlan,t,['talking'],68,363
kigtlan,l,['talking'],65,331
kigtlan,a,['talking'],78,396
kigtlan,n,['talking'],94,531
ifslbed,i,['disbelief'],96,450
ifslbed,f,['disbelief'],50,243
ifslbed,s,['disbelief'],95,430
ifslbed,l,['disbelief'],103,478
ifslbed,b,['disbelief'],56,263
ifslbed,e,['disbelief'],135,616
ifslbed,d,['disbelief'],78,379
ouplned,o,"['unlooped', 'unpooled']",71,293
ouplned,u,"['unlooped', 'unpooled']",52,279
ouplned,p,"['unlooped', 'unpooled']",73,354
ouplned,l,"['unlooped', 'unpooled']",77,360
ouplned,n,"['unlooped', 'unpooled']",67,340
ouplned,e,"['unlooped', 'unpooled']",110,551
ouplned,d,"['unlooped', 'unpooled']",102,532
wkplsae,w,['sleepwalk'],50,194
wkplsae,k,['sleepwalk'],44,166
wkplsae,p,['sleepwalk'],86,350
wkplsae,l,['sleepwalk'],98,401
wkplsae,s,['sleepwalk'],135,562
wkplsae,a,['sleepwalk'],112,451
wkplsae,e,['sleepwalk'],140,563
couytan,c,['accountancy'],39,209
couytan,o,['accountancy'],43,199
couytan,u,['accountancy'],23,102
couytan,y,['accountancy'],22,112
couytan,t,['accountancy'],46,209
couytan,a,['accountancy'],43,201
couytan,n,['accountancy'],50,234
oivsane,o,"['evasion', 'evasions']",44,226
oivsane,i,"['evasion', 'evasions']",63,350
oivsane,v,"['evasion', 'evasions']",52,249
oivsane,s,"['evasion', 'evasions']",92,471
oivsane,a,"['evasion', 'evasions']",60,283
oivsane,n,"['evasion', 'evasions']",93,440
oivsane,e,"['evasion', 'evasions']",89,425
moitled,m,['dolomite'],82,312
moitled,o,['dolomite'],81,316
moitled,i,['dolomite'],77,299
moitled,t,['dolomite'],94,390
moitled,l,['dolomite'],88,368
moitled,e,['dolomite'],119,518
moitled,d,['dolomite'],102,456
ruistqe,r,"['quitters', 'requisite', 'requisites', 'requites', 'sequitur']",146,854
ruistqe,u,"['quitters', 'requisite', 'requisites', 'requites', 'sequitur']",106,638
ruistqe,i,"['quitters', 'requisite', 'requisites', 'requites', 'sequitur']",97,561
ruistqe,s,"['quitters', 'requisite', 'requisites', 'requites', 'sequitur']",158,872
ruistqe,t,"['quitters', 'requisite', 'requisites', 'requites', 'sequitur']",136,781
ruistqe,q,"['quitters', 'requisite', 'requisites', 'requites', 'sequitur']",39,304
ruistqe,e,"['quitters', 'requisite', 'requisites', 'requites', 'sequitur']",165,935
zmuisne,z,['immunizes'],13,74
zmuisne,m,['immunizes'],44,220
zmuisne,u,['immunizes'],35,166
zmuisne,i,['immunizes'],48,250
zmuisne,s,['immunizes'],67,302
zmuisne,n,['immunizes'],44,234
zmuisne,e,['immunizes'],63,301
riflane,r,['infernal'],94,407
riflane,i,['infernal'],91,380
riflane,f,['infernal'],75,329
riflane,l,['infernal'],85,343
riflane,a,['infernal'],90,371
riflane,n,['infernal'],70,297
riflane,e,['infernal'],111,461
wucysae,w,"['causeway', 'causeways']",16,60
wucysae,u,"['causeway', 'causeways']",20,115
wucysae,c,"['causeway', 'causeways']",25,145
wucysae,y,"['causeway', 'causeways']",19,74
wucysae,s,"['causeway', 'causeways']",56,229
wucysae,a,"['causeway', 'causeways']",45,204
wucysae,e,"['causeway', 'causeways']",42,186
jcistne,j,['injects'],11,57
jcistne,c,['injects'],48,301
jcistne,i,['injects'],75,425
jcistne,s,['injects'],106,573
jcistne,t,['injects'],93,494
jcistne,n,['injects'],91,528
jcistne,e,['injects'],108,581
mrcilan,m,['criminal'],52,244
mrcilan,r,['criminal'],28,128
mrcilan,c,['criminal'],35,185
mrcilan,i,['criminal'],63,283
mrcilan,l,['criminal'],50,230
mrcilan,a,['criminal'],81,346
mrcilan,n,['criminal'],47,235
wrosand,w,"['downwards', 'onwards']",53,222
wrosand,r,"['downwards', 'onwards']",63,280
wrosand,o,"['downwards', 'onwards']",72,274
wrosand,s,"['downwards', 'onwards']",65,255
wrosand,a,"['downwards', 'onwards']",63,246
wrosand,n,"['downwards', 'onwards']",56,227
wrosand,d,"['downwards', 'onwards']",63,244
mrostae,m,"['maestro', 'maestros', 'marmoset', 'marmosets', 'roommates', 'stateroom', 'staterooms']",177,925
mrostae,r,"['maestro', 'maestros', 'marmoset', 'marmosets', 'roommates', 'stateroom', 'staterooms']",300,1699
mrostae,o,"['maestro', 'maestros', 'marmoset', 'marmosets', 'roommates', 'stateroom', 'staterooms']",194,1053
mrostae,s,"['maestro', 'maestros', 'marmoset', 'marmosets', 'roommates', 'stateroom', 'staterooms']",330,1836
mrostae,t,"['maestro', 'maestros', 'marmoset', 'marmosets', 'roommates', 'stateroom', 'staterooms']",312,1750
mrostae,a,"['maestro', 'maestros', 'marmoset', 'marmosets', 'roommates', 'stateroom', 'staterooms']",257,1409
mrostae,e,"['maestro', 'maestros', 'marmoset', 'marmosets', 'roommates', 'stateroom', 'staterooms']",326,1811
riplane,r,"['airplane', 'perennial', 'plainer', 'praline']",95,445
riplane,i,"['airplane', 'perennial', 'plainer', 'praline']",79,359
riplane,p,"['airplane', 'perennial', 'plainer', 'praline']",86,407
riplane,l,"['airplane', 'perennial', 'plainer', 'praline']",92,419
riplane,a,"['airplane', 'perennial', 'plainer', 'praline']",107,465
riplane,n,"['airplane', 'perennial', 'plainer', 'praline']",74,341
riplane,e,"['airplane', 'perennial', 'plainer', 'praline']",129,580
rcplaed,r,"['parceled', 'replaced']",142,772
rcplaed,c,"['parceled', 'replaced']",81,435
rcplaed,p,"['parceled', 'replaced']",118,643
rcplaed,l,"['parceled', 'replaced']",103,539
rcplaed,a,"['parceled', 'replaced']",173,875
rcplaed,e,"['parceled', 'replaced']",206,1044
rcplaed,d,"['parceled', 'replaced']",133,741
mciyaed,m,['immediacy'],50,191
mciyaed,c,['immediacy'],37,178
mciyaed,i,['immediacy'],40,157
mciyaed,y,['immediacy'],14,71
mciyaed,a,['immediacy'],57,237
mciyaed,e,['immediacy'],56,210
mciyaed,d,['immediacy'],64,264
mruptae,m,"['premature', 'temperature']",66,326
mruptae,r,"['premature', 'temperature']",118,597
mruptae,u,"['premature', 'temperature']",54,303
mruptae,p,"['premature', 'temperature']",92,453
mruptae,t,"['premature', 'temperature']",108,552
mruptae,a,"['premature', 'temperature']",103,495
mruptae,e,"['premature', 'temperature']",128,635
mrcoips,m,['microscopic'],43,209
mrcoips,r,['microscopic'],49,241
mrcoips,c,['microscopic'],35,214
mrcoips,o,['microscopic'],52,241
mrcoips,i,['microscopic'],46,233
mrcoips,p,['microscopic'],45,166
mrcoips,s,['microscopic'],59,282
ufsltne,u,"['effluents', 'fluentness', 'tunefulness']",87,467
ufsltne,f,"['effluents', 'fluentness', 'tunefulness']",60,327
ufsltne,s,"['effluents', 'fluentness', 'tunefulness']",129,671
ufsltne,l,"['effluents', 'fluentness', 'tunefulness']",96,527
ufsltne,t,"['effluents', 'fluentness', 'tunefulness']",97,479
ufsltne,n,"['effluents', 'fluentness', 'tunefulness']",80,481
ufsltne,e,"['effluents', 'fluentness', 'tunefulness']",140,706
rnkigsh,r,"['shirking', 'shrinking']",30,157
rnkigsh,n,"['shirking', 'shrinking']",57,300
rnkigsh,k,"['shirking', 'shrinking']",34,163
rnkigsh,i,"['shirking', 'shrinking']",78,350
rnkigsh,g,"['shirking', 'shrinking']",48,268
rnkigsh,s,"['shirking', 'shrinking']",61,283
rnkigsh,h,"['shirking', 'shrinking']",25,139
ouxgsne,o,['exogenous'],37,138
ouxgsne,u,['exogenous'],28,123
ouxgsne,x,['exogenous'],5,32
ouxgsne,g,['exogenous'],28,114
ouxgsne,s,['exogenous'],52,203
ouxgsne,n,['exogenous'],49,181
ouxgsne,e,['exogenous'],47,203
roistae,r,['oratories'],323,1824
roistae,o,['oratories'],152,861
roistae,i,['oratories'],145,844
roistae,s,['oratories'],324,1817
roistae,t,['oratories'],310,1764
roistae,a,['oratories'],221,1243
roistae,e,['oratories'],302,1721
xigtned,x,['extending'],18,92
xigtned,i,['extending'],80,444
xigtned,g,['extending'],47,302
xigtned,t,['extending'],64,352
xigtned,n,['extending'],84,477
xigtned,e,['extending'],89,462
xigtned,d,['extending'],69,374
cvslane,c,"['enclaves', 'valances']",65,367
cvslane,v,"['enclaves', 'valances']",68,363
cvslane,s,"['enclaves', 'valances']",127,679
cvslane,l,"['enclaves', 'valances']",113,577
cvslane,a,"['enclaves', 'valances']",134,628
cvslane,n,"['enclaves', 'valances']",88,472
cvslane,e,"['enclaves', 'valances']",147,730
cokipte,c,['pickpocket'],29,113
cokipte,o,['pickpocket'],30,110
cokipte,k,['pickpocket'],21,63
cokipte,i,['pickpocket'],28,129
cokipte,p,['pickpocket'],40,141
cokipte,t,['pickpocket'],32,132
cokipte,e,['pickpocket'],37,123
unkigth,u,['unthinking'],17,79
unkigth,n,['unthinking'],40,209
unkigth,k,['unthinking'],15,77
unkigth,i,['unthinking'],39,211
unkigth,g,['unthinking'],35,204
unkigth,t,['unthinking'],32,171
unkigth,h,['unthinking'],28,135
wcoutnd,w,['countdown'],10,57
wcoutnd,c,['countdown'],14,85
wcoutnd,o,['countdown'],28,116
wcoutnd,u,['countdown'],17,77
wcoutnd,t,['countdown'],23,100
wcoutnd,n,['countdown'],21,98
wcoutnd,d,['countdown'],14,71
rouyslt,r,"['lustrously', 'torturously']",68,318
rouyslt,o,"['lustrously', 'torturously']",87,348
rouyslt,u,"['lustrously', 'torturously']",63,280
rouyslt,y,"['lustrously', 'torturously']",34,181
rouyslt,s,"['lustrously', 'torturously']",93,425
rouyslt,l,"['lustrously', 'torturously']",55,244
rouyslt,t,"['lustrously', 'torturously']",87,377
rigvane,r,"['aggrieving', 'averaging', 'averring', 'engraving', 'vinegar']",153,943
rigvane,i,"['aggrieving', 'averaging', 'averring', 'engraving', 'vinegar']",127,807
rigvane,g,"['aggrieving', 'averaging', 'averring', 'engraving', 'vinegar']",140,926
rigvane,v,"['aggrieving', 'averaging', 'averring', 'engraving', 'vinegar']",82,493
rigvane,a,"['aggrieving', 'averaging', 'averring', 'engraving', 'vinegar']",130,763
rigvane,n,"['aggrieving', 'averaging', 'averring', 'engraving', 'vinegar']",155,957
rigvane,e,"['aggrieving', 'averaging', 'averring', 'engraving', 'vinegar']",152,876
rigplan,r,['grappling'],54,281
rigplan,i,['grappling'],101,548
rigplan,g,['grappling'],89,529
rigplan,p,['grappling'],47,252
rigplan,l,['grappling'],56,277
rigplan,a,['grappling'],91,449
rigplan,n,['grappling'],92,543
zslbaed,z,['bedazzles'],20,113
zslbaed,s,['bedazzles'],114,543
zslbaed,l,['bedazzles'],119,562
zslbaed,b,['bedazzles'],92,446
zslbaed,a,['bedazzles'],135,632
zslbaed,e,['bedazzles'],151,699
zslbaed,d,['bedazzles'],84,418
wrigsae,w,['earwigs'],55,247
wrigsae,r,['earwigs'],120,558
wrigsae,i,['earwigs'],57,243
wrigsae,g,['earwigs'],64,295
wrigsae,s,['earwigs'],125,557
wrigsae,a,['earwigs'],106,484
wrigsae,e,['earwigs'],136,637
oifglan,o,"['foaling', 'loafing']",58,267
oifglan,i,"['foaling', 'loafing']",71,408
oifglan,f,"['foaling', 'loafing']",44,213
oifglan,g,"['foaling', 'loafing']",80,444
oifglan,l,"['foaling', 'loafing']",83,405
oifglan,a,"['foaling', 'loafing']",66,318
oifglan,n,"['foaling', 'loafing']",85,453
utlbane,u,"['tunable', 'uneatable', 'untellable', 'untenable']",48,249
utlbane,t,"['tunable', 'uneatable', 'untellable', 'untenable']",89,426
utlbane,l,"['tunable', 'uneatable', 'untellable', 'untenable']",79,373
utlbane,b,"['tunable', 'uneatable', 'untellable', 'untenable']",74,337
utlbane,a,"['tunable', 'uneatable', 'untellable', 'untenable']",95,432
utlbane,n,"['tunable', 'uneatable', 'untellable', 'untenable']",67,344
utlbane,e,"['tunable', 'uneatable', 'untellable', 'untenable']",103,467
rcokbed,r,['bedrock'],87,438
rcokbed,c,['bedrock'],56,285
rcokbed,o,['bedrock'],91,429
rcokbed,k,['bedrock'],41,189
rcokbed,b,['bedrock'],41,193
rcokbed,e,['bedrock'],103,515
rcokbed,d,['bedrock'],86,442
iyvland,i,['invalidly'],48,225
iyvland,y,['invalidly'],30,139
iyvland,v,['invalidly'],30,153
iyvland,l,['invalidly'],49,223
iyvland,a,['invalidly'],57,246
iyvland,n,['invalidly'],38,182
iyvland,d,['invalidly'],42,195
mrcopta,m,['comparator'],47,193
mrcopta,r,['comparator'],73,317
mrcopta,c,['comparator'],45,227
mrcopta,o,['comparator'],74,318
mrcopta,p,['comparator'],47,196
mrcopta,t,['comparator'],71,321
mrcopta,a,['comparator'],78,345
rcslbae,r,"['clabbers', 'scrabble']",160,873
rcslbae,c,"['clabbers', 'scrabble']",96,544
rcslbae,s,"['clabbers', 'scrabble']",201,1069
rcslbae,l,"['clabbers', 'scrabble']",147,789
rcslbae,b,"['clabbers', 'scrabble']",122,630
rcslbae,a,"['clabbers', 'scrabble']",229,1178
rcslbae,e,"['clabbers', 'scrabble']",226,1173
niygslh,n,['shiningly'],39,223
niygslh,i,['shiningly'],59,289
niygslh,y,['shiningly'],17,96
niygslh,g,['shiningly'],41,235
niygslh,s,['shiningly'],45,227
niygslh,l,['shiningly'],29,158
niygslh,h,['shiningly'],25,136
oiplsbe,o,['possible'],97,388
oiplsbe,i,['possible'],77,340
oiplsbe,p,['possible'],103,444
oiplsbe,l,['possible'],128,530
oiplsbe,s,['possible'],153,654
oiplsbe,b,['possible'],62,256
oiplsbe,e,['possible'],123,561
wrcstae,w,['watercress'],68,321
wrcstae,r,['watercress'],237,1324
wrcstae,c,['watercress'],117,676
wrcstae,s,['watercress'],255,1382
wrcstae,t,['watercress'],217,1218
wrcstae,a,['watercress'],244,1314
wrcstae,e,['watercress'],271,1476
woutsla,w,['outlaws'],31,117
woutsla,o,['outlaws'],79,300
woutsla,u,['outlaws'],33,130
woutsla,t,['outlaws'],78,303
woutsla,s,['outlaws'],90,349
woutsla,l,['outlaws'],81,310
woutsla,a,['outlaws'],65,284
rcigpah,r,['graphic'],25,89
rcigpah,c,['graphic'],19,71
rcigpah,i,['graphic'],22,76
rcigpah,g,['graphic'],12,50
rcigpah,p,['graphic'],16,54
rcigpah,a,['graphic'],27,97
rcigpah,h,['graphic'],19,72
rcuistn,r,"['instruct', 'instructs']",45,219
rcuistn,c,"['instruct', 'instructs']",35,197
rcuistn,u,"['instruct', 'instructs']",61,253
rcuistn,i,"['instruct', 'instructs']",55,269
rcuistn,s,"['instruct', 'instructs']",71,304
rcuistn,t,"['instruct', 'instructs']",64,297
rcuistn,n,"['instruct', 'instructs']",44,203
ruiglne,r,"['grueling', 'unreeling']",77,417
ruiglne,u,"['grueling', 'unreeling']",49,248
ruiglne,i,"['grueling', 'unreeling']",88,503
ruiglne,g,"['grueling', 'unreeling']",82,486
ruiglne,l,"['grueling', 'unreeling']",63,306
ruiglne,n,"['grueling', 'unreeling']",87,490
ruiglne,e,"['grueling', 'unreeling']",84,425
jcobane,j,['jacobean'],6,28
jcobane,c,['jacobean'],19,90
jcobane,o,['jacobean'],29,109
jcobane,b,['jacobean'],21,75
jcobane,a,['jacobean'],30,109
jcobane,n,['jacobean'],36,122
jcobane,e,['jacobean'],21,53
mouitnd,m,['diminution'],30,129
mouitnd,o,['diminution'],40,159
mouitnd,u,['diminution'],21,108
mouitnd,i,['diminution'],34,155
mouitnd,t,['diminution'],29,115
mouitnd,n,['diminution'],33,137
mouitnd,d,['diminution'],23,98
mrcigae,m,['grimace'],55,224
mrcigae,r,['grimace'],71,314
mrcigae,c,['grimace'],39,174
mrcigae,i,['grimace'],46,205
mrcigae,g,['grimace'],39,178
mrcigae,a,['grimace'],67,264
mrcigae,e,['grimace'],70,290
rygtlan,r,['gallantry'],30,137
rygtlan,y,['gallantry'],33,154
rygtlan,g,['gallantry'],24,103
rygtlan,t,['gallantry'],28,135
rygtlan,l,['gallantry'],23,109
rygtlan,a,['gallantry'],56,228
rygtlan,n,['gallantry'],35,156
rofstae,r,"['afforest', 'foretaste', 'foretastes']",273,1500
rofstae,o,"['afforest', 'foretaste', 'foretastes']",158,854
rofstae,f,"['afforest', 'foretaste', 'foretastes']",107,561
rofstae,s,"['afforest', 'foretaste', 'foretastes']",279,1535
rofstae,t,"['afforest', 'foretaste', 'foretastes']",269,1479
rofstae,a,"['afforest', 'foretaste', 'foretastes']",202,1071
rofstae,e,"['afforest', 'foretaste', 'foretastes']",286,1576
roigsle,r,['glories'],112,542
roigsle,o,['glories'],101,459
roigsle,i,['glories'],82,399
roigsle,g,['glories'],79,389
roigsle,s,['glories'],142,647
roigsle,l,['glories'],109,491
roigsle,e,['glories'],143,674
mcostan,m,['scotsman'],62,270
mcostan,c,['scotsman'],79,409
mcostan,o,['scotsman'],112,541
mcostan,s,['scotsman'],100,470
mcostan,t,['scotsman'],92,440
mcostan,a,['scotsman'],111,522
mcostan,n,['scotsman'],72,357
uigsand,u,['dissuading'],41,205
uigsand,i,['dissuading'],83,478
uigsand,g,['dissuading'],77,414
uigsand,s,['dissuading'],87,400
uigsand,a,['dissuading'],72,375
uigsand,n,['dissuading'],101,544
uigsand,d,['dissuading'],44,225
monlahe,m,['manhole'],42,123
monlahe,o,['manhole'],39,107
monlahe,n,['manhole'],45,136
monlahe,l,['manhole'],47,136
monlahe,a,['manhole'],53,166
monlahe,h,['manhole'],23,75
monlahe,e,['manhole'],42,111
mruigpn,m,['umpiring'],23,125
mruigpn,r,['umpiring'],32,167
mruigpn,u,['umpiring'],31,186
mruigpn,i,['umpiring'],53,310
mruigpn,g,['umpiring'],47,290
mruigpn,p,['umpiring'],32,181
mruigpn,n,['umpiring'],48,305
roftbae,r,['barefoot'],116,504
roftbae,o,['barefoot'],71,310
roftbae,f,['barefoot'],44,182
roftbae,t,['barefoot'],98,427
roftbae,b,['barefoot'],65,266
roftbae,a,['barefoot'],87,359
roftbae,e,['barefoot'],108,476
mystahe,m,"['amethyst', 'amethysts']",84,368
mystahe,y,"['amethyst', 'amethysts']",44,202
mystahe,s,"['amethyst', 'amethysts']",144,646
mystahe,t,"['amethyst', 'amethysts']",112,520
mystahe,a,"['amethyst', 'amethysts']",128,561
mystahe,h,"['amethyst', 'amethysts']",72,329
mystahe,e,"['amethyst', 'amethysts']",138,618
rkstane,r,"['rankest', 'tankers']",218,1246
rkstane,k,"['rankest', 'tankers']",74,368
rkstane,s,"['rankest', 'tankers']",254,1390
rkstane,t,"['rankest', 'tankers']",239,1307
rkstane,a,"['rankest', 'tankers']",240,1284
rkstane,n,"['rankest', 'tankers']",151,847
rkstane,e,"['rankest', 'tankers']",299,1604
ciyvtpa,c,['captivity'],19,100
ciyvtpa,i,['captivity'],21,97
ciyvtpa,y,['captivity'],12,75
ciyvtpa,v,['captivity'],7,45
ciyvtpa,t,['captivity'],20,99
ciyvtpa,p,['captivity'],13,58
ciyvtpa,a,['captivity'],24,118
wriptae,w,"['wiretap', 'wiretapper']",44,202
wriptae,r,"['wiretap', 'wiretapper']",124,593
wriptae,i,"['wiretap', 'wiretapper']",70,354
wriptae,p,"['wiretap', 'wiretapper']",82,380
wriptae,t,"['wiretap', 'wiretapper']",92,455
wriptae,a,"['wiretap', 'wiretapper']",90,427
wriptae,e,"['wiretap', 'wiretapper']",127,615
mcipsed,m,['epidemics'],48,244
mcipsed,c,['epidemics'],35,178
mcipsed,i,['epidemics'],91,430
mcipsed,p,['epidemics'],61,287
mcipsed,s,['epidemics'],92,447
mcipsed,e,['epidemics'],114,528
mcipsed,d,['epidemics'],79,393
mrkyahe,m,['haymaker'],35,151
mrkyahe,r,['haymaker'],43,169
mrkyahe,k,['haymaker'],16,68
mrkyahe,y,['haymaker'],20,96
mrkyahe,a,['haymaker'],46,177
mrkyahe,h,['haymaker'],19,78
mrkyahe,e,['haymaker'],39,144
ckigban,c,['backing'],21,104
ckigban,k,['backing'],20,91
ckigban,i,['backing'],37,200
ckigban,g,['backing'],30,176
ckigban,b,['backing'],18,101
ckigban,a,['backing'],38,186
ckigban,n,['backing'],44,217
igptand,i,['adapting'],82,458
igptand,g,['adapting'],64,384
igptand,p,['adapting'],38,199
igptand,t,['adapting'],50,263
igptand,a,['adapting'],70,353
igptand,n,['adapting'],83,463
igptand,d,['adapting'],25,138
ivlbned,i,['vendible'],81,380
ivlbned,v,['vendible'],48,250
ivlbned,l,['vendible'],73,359
ivlbned,b,['vendible'],42,219
ivlbned,n,['vendible'],57,273
ivlbned,e,['vendible'],108,499
ivlbned,d,['vendible'],78,396
rcogane,r,['arrogance'],95,473
rcogane,c,['arrogance'],55,275
rcogane,o,['arrogance'],69,315
rcogane,g,['arrogance'],66,328
rcogane,a,['arrogance'],87,405
rcogane,n,['arrogance'],89,439
rcogane,e,['arrogance'],93,439
igsltae,i,"['legalist', 'legalities', 'legislate', 'legislates', 'litigates']",119,640
igsltae,g,"['legalist', 'legalities', 'legislate', 'legislates', 'litigates']",88,448
igsltae,s,"['legalist', 'legalities', 'legislate', 'legislates', 'litigates']",226,1106
igsltae,l,"['legalist', 'legalities', 'legislate', 'legislates', 'litigates']",194,972
igsltae,t,"['legalist', 'legalities', 'legislate', 'legislates', 'litigates']",166,845
igsltae,a,"['legalist', 'legalities', 'legislate', 'legislates', 'litigates']",183,924
